type,iron
CHICKEN,0.6
CHICKEN,0.98
CHICKEN,0.65
CHICKEN,0.51
CHICKEN,1.17
CHICKEN,0.76
CHICKEN,0.69
CHICKEN,1.11
CHICKEN,0.98
CHICKEN,0.57
CHICKEN,1.02
CHICKEN,0.82
CHICKEN,0.49
CHICKEN,0.45
CHICKEN,0.43
CHICKEN,0.43
CHICKEN,0.87
CHICKEN,1.17
CHICKEN,9.19
CHICKEN,0.88
CHICKEN,0.87
CHICKEN,4.8
CHICKEN,0.3
CHICKEN,0.32
CHICKEN,0.39
DUCK,3.85
DUCK,2.4
DUCK,2.7
DUCK,2.4
DUCK,2.7
DUCK,30.53
DUCK,4.16
DUCK,4.51
DUCK,3.26
DUCK,4.49
DUCK,2.08
DUCK,2.33
DUCK,
GOAT,1.88
GOAT,1.62
GOAT,1.9
GOAT,2.83
GOAT,3.73
GOOSE,3.64
GOOSE,5.91
GOOSE,2.5
GOOSE,2.83
GOOSE,2.57
GOOSE,2.87
GOOSE,30.53
GOOSE,5.5
GOOSE,5.5
LAMB,1.57
LAMB,1.88
LAMB,1.77
LAMB,2.05
LAMB,0.98
LAMB,1.29
LAMB,1.67
LAMB,2.14
LAMB,1.79
LAMB,2.27
LAMB,1.66
LAMB,1.98
LAMB,1.82
LAMB,2.12
LAMB,1.71
LAMB,1.98
LAMB,1.82
LAMB,2.06
LAMB,1.61
LAMB,2
LAMB,1.83
LAMB,2.2
LAMB,1.61
LAMB,1.81
LAMB,2.12
LAMB,1.91
LAMB,2
LAMB,2.44
LAMB,1.39
LAMB,1.88
LAMB,1.6
LAMB,1.67
LAMB,2.21
LAMB,1.77
LAMB,1.5
LAMB,2.4
LAMB,2.03
LAMB,1.97
LAMB,1.66
LAMB,2.67
LAMB,2.19
LAMB,2.13
LAMB,1.56
LAMB,2.39
LAMB,2.09
LAMB,2.03
LAMB,1.74
LAMB,2.7
LAMB,2.31
LAMB,2.23
LAMB,1.48
LAMB,2.35
LAMB,1.72
LAMB,1.92
LAMB,1.62
LAMB,2.6
LAMB,1.81
LAMB,2.07
LAMB,1.77
LAMB,2.8
LAMB,2.34
LAMB,1.49
LAMB,2.1
LAMB,1.64
LAMB,2.35
LAMB,1.14
LAMB,1.39
LAMB,1.28
LAMB,2.11
LAMB,1.37
LAMB,2.24
LAMB,1.49
LAMB,2.1
LAMB,1.64
LAMB,2.24
LAMB,1.24
LAMB,2.05
LAMB,1.52
LAMB,2.34
LAMB,1.3
LAMB,1.57
LAMB,1.43
LAMB,1.65
LAMB,1.01
LAMB,2.11
LAMB,1.12
LAMB,2.34
LAMB,1.75
LAMB,1.68
LAMB,2.04
LAMB,4.6
LAMB,5.52
LAMB,6.38
LAMB,12.4
LAMB,7.37
LAMB,8.28
LAMB,10.2
LAMB,6.4
LAMB,4.57
LAMB,5.9
LAMB,2.3
LAMB,2.12
LAMB,41.89
LAMB,38.67
LAMB,2.65
LAMB,2.63
LAMB,1.55
LAMB,1.79
LAMB,1.62
LAMB,1.93
LAMB,1.67
LAMB,2.14
LAMB,1.7
LAMB,2.02
LAMB,1.73
LAMB,1.99
LAMB,1.63
LAMB,2.01
LAMB,1.66
LAMB,1.84
LAMB,2.17
LAMB,1.43
LAMB,1.93
LAMB,1.62
LAMB,1.53
LAMB,2.39
LAMB,1.83
LAMB,1.97
LAMB,1.58
LAMB,2.43
LAMB,2.12
LAMB,2.05
LAMB,1.5
LAMB,2.38
LAMB,1.73
LAMB,1.95
LAMB,1.54
LAMB,2.08
LAMB,1.49
LAMB,2.07
LAMB,1.6
LAMB,2.13
LAMB,1.59
LAMB,2.1
LAMB,1.43
LAMB,1.74
LAMB,1.36
LAMB,2.16
LAMB,1.43
LAMB,1.93
LAMB,1.59
LAMB,2.05
LAMB,0.63
LAMB,1.11
LAMB,1.38
LAMB,1.79
LAMB,1.5
LAMB,1.91
LAMB,1.48
LAMB,2.03
LAMB,1.64
LAMB,2.15
LAMB,1.48
LAMB,2.01
LAMB,1.61
LAMB,2.13
LAMB,1.5
LAMB,2.06
LAMB,1.75
LAMB,2.24
LAMB,1.75
LAMB,2.34
LAMB,1.94
LAMB,2.48
LAMB,1.81
LAMB,2.38
LAMB,1.94
LAMB,2.48
LAMB,1.66
LAMB,2.12
LAMB,1.79
LAMB,2.18
LAMB,1.55
LAMB,2.24
LAMB,1.75
LAMB,2.36
LAMB,1.26
LAMB,1.78
LAMB,1.42
LAMB,1.9
LAMB,1.35
LAMB,2.42
LAMB,1.54
LAMB,2.71
LAMB,1.21
LAMB,1.58
LAMB,1.36
LAMB,1.67
LAMB,1.41
LAMB,1.39
LAMB,0.72
LAMB,0.47
LAMB,1.21
LAMB,1.07
LAMB,1.89
LAMB,1.15
LAMB,1.73
LAMB,0.7
LAMB,1.52
LAMB,14.7
LAMB,1.21
LAMB,0.96
LAMB,6.6
LAMB,5.4
LAMB,4.6
LAMB,1.27
LAMB,1.04
LAMB,4.94
LAMB,3.29
LAMB,1.06
LAMB,0.54
LAMB,1.69
LAMB,1.14
LAMB,1.74
LAMB,1.25
LAMB,1.71
LAMB,1.4
LAMB,1.89
LAMB,1.18
LAMB,2.12
LAMB,1.63
LAMB,1.6
LAMB,1.54
LAMB,2.05
LAMB,1.55
LAMB,2.12
LAMB,1.46
LAMB,1.24
LAMB,2.28
LAMB,1.38
LAMB,1.16
LAMB,1.76
LAMB,1.4
LAMB,1.88
LAMB,1.47
LAMB,2.03
LAMB,1.11
LAMB,0.84
LAMB,1.99
LAMB,1.34
LAMB,1.93
LAMB,1.62
LAMB,1.44
LAMB,1.29
LAMB,2.05
LAMB,1.55
LAMB,2.14
LAMB,1.14
LAMB,1.33
LAMB,1.05
LAMB,1.74
LAMB,1.06
LAMB,1.41
LAMB,2.11
LAMB,1.74
LAMB,1.36
LAMB,1.64
LAMB,1.4
LAMB,1.62
LAMB,2.04
LAMB,2.02
LAMB,1.58
LAMB,2.52
LAMB,2.27
LAMB,1.88
LAMB,2.55
LAMB,2.25
LAMB,1.94
LAMB,2.63
LAMB,1.98
LAMB,1.08
LAMB,1.39
LAMB,0.98
LAMB,2.01
LAMB,1.76
LAMB,2
LAMB,1.47
LAMB,2.41
LAMB,2.09
LAMB,2.52
LAMB,2.25
LAMB,2.46
LAMB,1.92
LAMB,2.47
LAMB,2.37
PORK,0
PORK,1.53
PORK,1.78
PORK,1.33
PORK,1.07
PORK,0.89
PORK,1.7
PORK,1.02
PORK,0.7
PORK,0.57
PORK,1.13
PORK,0.29
PORK,0.29
PORK,0.75
PORK,0.94
PORK,0.73
PORK,0.15
PORK,0.12
PORK,0.7
PORK,0.92
PORK,1.37
PORK,0.76
PORK,1.15
PORK,6.4
PORK,1.15
PORK,1.29
PORK,0.77
PORK,0.53
PORK,11.2
PORK,1.03
PORK,1.08
PORK,1.12
PORK,0.95
PORK,0.83
PORK,0.59
PORK,1.02
PORK,0.79
PORK,0.59
PORK,0.91
PORK,0.76
PORK,1.5
PORK,1.18
PORK,0.66
PORK,2.15
PORK,10.83
PORK,6.4
PORK,2.05
PORK,0.97
PORK,0.72
PORK,0.54
PORK,1.07
PORK,1.33
PORK,1.44
PORK,1.05
PORK,1.32
PORK,1.02
PORK,1.2
PORK,2.2
PORK,1.3
PORK,0.59
PORK,1.43
PORK,10.51
PORK,1.3
PORK,1.83
PORK,1.15
PORK,0.99
PORK,0.64
PORK,1.4
PORK,1.55
PORK,1.52
PORK,0.39
PORK,3.7
PORK,1.22
PORK,1.22
PORK,1.09
PORK,1.89
PORK,0.95
PORK,1.46
PORK,1.91
PORK,0.92
PORK,0.76
PORK,0.85
PORK,0.82
PORK,0.69
PORK,0.82
PORK,0.89
PORK,0.18
PORK,0.52
PORK,0.26
PORK,0.46
PORK,0.85
PORK,1.01
PORK,1.01
PORK,1.12
PORK,0.62
PORK,0.9
PORK,0.67
PORK,0.97
PORK,0.69
PORK,0.87
PORK,0.77
PORK,0.92
PORK,0.79
PORK,1.07
PORK,0.87
PORK,0.99
PORK,0.84
PORK,1.13
PORK,0.91
PORK,1.09
PORK,0.66
PORK,0.81
PORK,0.87
PORK,0.81
PORK,0.71
PORK,0.85
PORK,0.91
PORK,0.85
PORK,0.63
PORK,0.86
PORK,0.79
PORK,0.89
PORK,0.65
PORK,0.91
PORK,0.8
PORK,0.93
PORK,0.59
PORK,0.81
PORK,0.68
PORK,0.96
PORK,0.61
PORK,0.87
PORK,0.68
PORK,1.02
PORK,0.82
PORK,0.71
PORK,1.01
PORK,0.94
PORK,0.85
PORK,0.73
PORK,1.07
PORK,0.96
PORK,0.98
PORK,1.15
PORK,0.5
PORK,0.88
PORK,0.63
PORK,0.64
PORK,0.51
PORK,0.91
PORK,0.63
PORK,0.64
PORK,1.05
PORK,1.32
PORK,1.22
PORK,1.5
PORK,0.57
PORK,0.92
PORK,1.18
PORK,0.62
PORK,0.97
PORK,1.42
PORK,1.12
PORK,1.75
PORK,1.4
PORK,1.45
PORK,1.2
PORK,1.85
PORK,1.56
PORK,1.56
PORK,0.91
PORK,1.85
PORK,1
PORK,0.48
PORK,1.6
PORK,1.82
PORK,1.02
PORK,1.47
PORK,2.4
PORK,1.5
PORK,0.58
PORK,4.68
PORK,5.83
PORK,0.42
PORK,4.89
PORK,5.29
PORK,0.09
PORK,23.3
PORK,17.92
PORK,18.9
PORK,16.41
PORK,4.25
PORK,2.13
PORK,2.69
PORK,22.32
PORK,22.23
PORK,1.01
PORK,0.88
PORK,3.35
PORK,4.99
PORK,0.41
PORK,0.94
PORK,0.44
PORK,0.31
PORK,1.48
PORK,1.34
PORK,0.94
PORK,0.92
PORK,1.37
PORK,1.11
PORK,0.75
PORK,1.05
PORK,1
PORK,0.71
PORK,0.81
PORK,0.94
PORK,1.05
PORK,0.64
PORK,0.48
PORK,0.44
PORK,0.39
PORK,0.61
PORK,0.95
PORK,1.08
PORK,0.82
PORK,0.89
PORK,0.98
PORK,0.99
PORK,0.79
PORK,0.99
PORK,0.88
PORK,0.84
PORK,0.93
PORK,0.83
PORK,0.84
PORK,0.9
PORK,1.4
PORK,0.9
PORK,1.07
PORK,0.82
PORK,0.86
PORK,1.11
PORK,0.62
PORK,0.76
PORK,0.92
PORK,0.71
PORK,0.92
PORK,0.77
PORK,0.73
PORK,0.93
PORK,0.77
PORK,0.99
PORK,0.82
PORK,0.78
PORK,1
PORK,0.85
PORK,1.34
PORK,1
PORK,0.9
PORK,1.39
PORK,0.98
PORK,0.55
PORK,0.71
PORK,0.87
PORK,0.66
PORK,0.56
PORK,0.71
PORK,0.88
PORK,0.66
PORK,0.97
PORK,0.88
PORK,1.29
PORK,1.39
PORK,1.15
PORK,1.43
PORK,0.53
PORK,0.54
PORK,0.74
PORK,0.93
PORK,0.88
PORK,1.07
PORK,0.85
PORK,1.51
PORK,1.07
PORK,0.91
PORK,0.8
PORK,1
PORK,1.1
PORK,0.6
PORK,0.6
PORK,0.6
PORK,0.9
PORK,0.63
PORK,0.63
PORK,1.49
PORK,1.14
PORK,0.95
PORK,1.23
PORK,0.13
PORK,0.71
PORK,1.13
PORK,1.56
PORK,1.12
PORK,0.93
PORK,0.74
PORK,0.74
PORK,0.78
PORK,1.04
PORK,1.2
PORK,1.2
PORK,0.84
PORK,0.87
PORK,0.86
PORK,0.82
PORK,0.86
PORK,1.17
PORK,0.94
PORK,0.85
PORK,0.87
PORK,0.76
PORK,1.08
PORK,0.67
PORK,1.5
PORK,0.97
PORK,1.05
PORK,1.1
PORK,1.1
PORK,0.76
PORK,0.53
PORK,0.5
PORK,1.14
PORK,1.42
PORK,0.87
PORK,0.75
PORK,1.05
PORK,1.01
PORK,0.94
PORK,0.78
PORK,1.39
PORK,0.82
PORK,0.64
PORK,0.85
PORK,0.98
PORK,0.72
PORK,1.02
PORK,0.69
PORK,1.37
PORK,1.07
PORK,0.85
PORK,0.82
PORK,0.82
PORK,1
PORK,0.9
PORK,0.74
PORK,0.74
PORK,0.99
PORK,1.11
PORK,1.15
PORK,0.93
PORK,0.83
PORK,0.84
PORK,1.46
PORK,1.59
PORK,1.08
PORK,1.54
PORK,0.99
PORK,1.42
PORK,0.92
PORK,1.34
PORK,1.23
PORK,1.15
PORK,1.43
PORK,0.47
PORK,0.98
PORK,0.92
PORK,1.82
PORK,1.04
PORK,0.56
PORK,0.41
PORK,0.42
PORK,0.57
PORK,0.91
PORK,0.97
PORK,0.97
PORK,1.72
PORK,1.01
PORK,0.97
PORK,0.84
PORK,0.89
PORK,0.92
PORK,1.25
PORK,1.07
PORK,1.06
PORK,0.8
PORK,0.88
PORK,0.86
PORK,1.15
PORK,1.1
PORK,1.05
PORK,1.21
PORK,1.16
PORK,1.11
PORK,0.84
PORK,0.96
PORK,0.77
PORK,0.92
PORK,0.92
PORK,0.92
PORK,1.02
PORK,0.98
PORK,0.89
PORK,0.74
PORK,0.89
PORK,0.89
PORK,0.96
PORK,0.91
PORK,0.42
PORK,0.56
PORK,2.41
PORK,1.04
PORK,0.66
PORK,1.15
PORK,1.12
PORK,0.91
PORK,0.5
PORK,1.4
PORK,1.37
PORK,1.48
PORK,1.44
PORK,1.43
TURKEY,4.1
TURKEY,0.86
TURKEY,1.09
TURKEY,0.86
TURKEY,1.03
TURKEY,0.85
TURKEY,1.63
TURKEY,5.92
TURKEY,3.39
TURKEY,2.78
TURKEY,3.68
TURKEY,3.7
TURKEY,6.96
TURKEY,8.94
TURKEY,1.79
TURKEY,1.01
TURKEY,1.18
TURKEY,0.75
TURKEY,0.8
TURKEY,1
TURKEY,1.45
TURKEY,0.73
TURKEY,0.71
TURKEY,1.04
TURKEY,1.43
TURKEY,2.19
TURKEY,1.2
TURKEY,1.4
TURKEY,1.72
TURKEY,2.3
TURKEY,1.26
TURKEY,1.46
TURKEY,1.95
TURKEY,1.04
TURKEY,1.43
TURKEY,0.73
TURKEY,0.71
TURKEY,0.73
TURKEY,0.71
TURKEY,1.82
TURKEY,1.86
TURKEY,1.8
TURKEY,0.93
TURKEY,0.66
TURKEY,1.51
TURKEY,2.1
TURKEY,2.2
TURKEY,1.57
TURKEY,1.73
TURKEY,1.22
TURKEY,1.61
TURKEY,1.09
TURKEY,1.52
TURKEY,1.8
TURKEY,1
TURKEY,0.77
TURKEY,1.02
TURKEY,0.78
TURKEY,1.17
TURKEY,1.56
TURKEY,1.73
TURKEY,1.32
TURKEY,1.98
TURKEY,2.04
TURKEY,0.9
TURKEY,1.07
TURKEY,0.54
TURKEY,0.55
TURKEY,0.57
TURKEY,1.08
TURKEY,0.83
TURKEY,1.08
TURKEY,0.54
TURKEY,0.6
TURKEY,0.64
TURKEY,0.77
TURKEY,0.67
TURKEY,0.81
TURKEY,0.41
TURKEY,0.59
TURKEY,0.76
TURKEY,0.97
TURKEY,0.6
TURKEY,0.82
TURKEY,0.76
TURKEY,1.65
TURKEY,1.18
TURKEY,1.42
TURKEY,0.55
TURKEY,0.9
TURKEY,0.55
TURKEY,0.54
TURKEY,1.59
TURKEY,1.57
TURKEY,0.9
TURKEY,1.07
TURKEY,0.9
TURKEY,0.43
TURKEY,1.07
TURKEY,0.54
TURKEY,0.55
TURKEY,0.77
TURKEY,1.03
TURKEY,0.68
TURKEY,1
TURKEY,1.14
TURKEY,1.58
TURKEY,0.73
TURKEY,0.71
TURKEY,1.04
TURKEY,1.43
TURKEY,1.31
TURKEY,1.5
TURKEY,0.78
TURKEY,0.68
TURKEY,0.81
TURKEY,0.39
TURKEY,0.32
TURKEY,3
TURKEY,1.47
TURKEY,0.63
TURKEY,4.2
TURKEY,1.8
TURKEY,0.61
TURKEY,1.25
TURKEY,0.42
TURKEY,1.4
TURKEY,2.7
TURKEY,1.07
TURKEY,9.6
TURKEY,9.6
TURKEY,
TURKEY,2.2
TURKEY,1.17
TURKEY,1.49
TURKEY,2.63
TURKEY,0.72
TURKEY,1.35
TURKEY,1.46
TURKEY,2.3
TURKEY,1.79
TURKEY,1.78
VEAL,0.74
VEAL,1.58
VEAL,0.83
VEAL,1.15
VEAL,0.85
VEAL,1.16
VEAL,0.6
VEAL,1
VEAL,0.79
VEAL,1.32
VEAL,1.64
VEAL,0.88
VEAL,0.91
VEAL,0.8
VEAL,1.32
VEAL,1.64
VEAL,0.87
VEAL,0.9
VEAL,0.84
VEAL,1.09
VEAL,0.87
VEAL,0.85
VEAL,1.1
VEAL,0.85
VEAL,0.86
VEAL,1.41
VEAL,0.97
VEAL,0.88
VEAL,1.45
VEAL,0.96
VEAL,0.91
VEAL,1.42
VEAL,1.03
VEAL,0.9
VEAL,1.45
VEAL,1.03
VEAL,1
VEAL,1.38
VEAL,1.15
VEAL,1.02
VEAL,1.41
VEAL,1.16
VEAL,1.22
VEAL,1.44
VEAL,1
VEAL,1.26
VEAL,1.47
VEAL,1
VEAL,0.78
VEAL,1.2
VEAL,0.92
VEAL,0.8
VEAL,1.23
VEAL,0.91
VEAL,0.88
VEAL,1.44
VEAL,1.37
VEAL,0.99
VEAL,2.13
VEAL,1.67
VEAL,1.07
VEAL,4.24
VEAL,4.32
VEAL,3.36
VEAL,3.04
VEAL,6.4
VEAL,5.11
VEAL,5.98
VEAL,5.23
VEAL,3.61
VEAL,2.1
VEAL,2.38
VEAL,9.32
VEAL,7.36
VEAL,1.05
VEAL,1.24
VEAL,2.72
VEAL,2.09
VEAL,0.45
VEAL,0.53
VEAL,0.77
VEAL,0.75
VEAL,0.79
VEAL,0.83
VEAL,0.76
VEAL,1.25
VEAL,0.76
VEAL,1.26
VEAL,1.5
VEAL,1.39
VEAL,0.81
VEAL,0.79
VEAL,1.19
VEAL,2.06
VEAL,1.65
VEAL,0.73
VEAL,1.09
VEAL,0.87
VEAL,1.15
VEAL,1.17
VEAL,2
VEAL,0.82
VEAL,1.59
VENISON,3.65
VENISON,0
VENISON,1.15
VENISON,1.15
VENISON,0.79
VENISON,1.78
VENISON,3.97
VENISON,4.51
VENISON,2.31
VENISON,3.54
VENISON,4.51
VENISON,2.31
VENISON,0.58
VENISON,4.02
VENISON,5.01
VENISON,4.5
VENISON,4.56
VENISON,5
VENISON,4.96
VENISON,6.89
VENISON,5.23
VENISON,7.27
VENISON,4.5
VENISON,5.5
VENISON,5.07
VENISON,2.91
VENISON,3.43
VENISON,4.38
VENISON,2.3
VENISON,3.12
VENISON,4.2
VENISON,4.8
VENISON,2.65
VENISON,3.69
VENISON,4.3
VENISON,3.86
VENISON,4.9
VENISON,3.54
VENISON,4.88
VENISON,2.86
VENISON,2.79
VENISON,3.13
VENISON,3.31
VENISON,3.19
VENISON,4.2
VENISON,6.65
VENISON,10.73
VENISON,3.19
VENISON,2.78
VENISON,6.9
VENISON,10
VENISON,2.32
VENISON,3.05
VENISON,0.93
VENISON,1.46
VENISON,2.6
VENISON,3.42
VENISON,
VENISON,1.12
VENISON,1.61
VENISON,2.12
VENISON,4.69
VENISON,6.17
VENISON,3.4
VENISON,4.47
VENISON,2.76
VENISON,3.63
VENISON,3.82
VENISON,5.03
VENISON,3.21
VENISON,4.22
VENISON,
VENISON,7.1
VENISON,4.64
VENISON,1.57
VENISON,2.27
VENISON,2.37
VENISON,3.2
VENISON,4.85
VENISON,7.1
VENISON,4.7
VENISON,6.81
VENISON,3
VENISON,2.8
VENISON,3
VENISON,2.6
VENISON,3.08
VENISON,3.47
VENISON,4.86
VENISON,2.88
VENISON,2.88
VENISON,3.52
VENISON,2.66
VENISON,2.75
VENISON,3.34
VENISON,3.96
VENISON,4.08
VENISON,4.07
VENISON,2.92
VENISON,3.35
VENISON,4.09
VENISON,5.01
VENISON,4.25
VENISON,4.23
VENISON,1
VENISON,0.99
VENISON,3.08
VENISON,2.95
VENISON,4.55
VENISON,7.2
VENISON,6.1
VENISON,4.5
VENISON,4.7
VENISON,15.7
VENISON,0.2
VENISON,2.8
VENISON,1.52
VENISON,3.28
VENISON,
VENISON,6.77
VENISON,49.6
VENISON,12.9
VENISON,4.8
VENISON,19.6
VENISON,13.5
VENISON,4.7
VENISON,43
VENISON,2.9
VENISON,9.4
VENISON,9.4
VENISON,14.4
VENISON,4.76
VENISON,1.79
VENISON,0.81
VENISON,1.21
VENISON,11
VENISON,11
VENISON,4.1
VENISON,17
VENISON,17
VENISON,9.06
VENISON,7.17
VENISON,2.61
VENISON,33
VENISON,3.76
VENISON,2.27
VENISON,2.68
VENISON,4.8
VENISON,9
VENISON,7
VENISON,6.7
VENISON,11.48
VENISON,9.55
VENISON,
VENISON,4.43
VENISON,1.43
VENISON,5.91
VENISON,1.5
VENISON,3.5